20220129T053049_20220129T053901_T43RFM_ndvi,20220129T053049_20220129T053901_T43RFN_ndvi,20220129T053049_20220129T053901_T43RGM_ndvi,20220129T053049_20220129T053901_T43RGN_ndvi,20220208T052959_20220208T053055_T43RFM_ndvi,20220208T052959_20220208T053055_T43RFN_ndvi,20220208T052959_20220208T053055_T43RGM_ndvi,20220208T052959_20220208T053055_T43RGN_ndvi,20220213T052931_20220213T052930_T43RFM_ndvi,20220213T052931_20220213T052930_T43RFN_ndvi,20220213T052931_20220213T052930_T43RGM_ndvi,20220213T052931_20220213T052930_T43RGN_ndvi,20220218T052849_20220218T053644_T43RFM_ndvi,20220218T052849_20220218T053644_T43RFN_ndvi,20220218T052849_20220218T053644_T43RGM_ndvi,20220218T052849_20220218T053644_T43RGN_ndvi,20220228T052749_20220228T054031_T43RFM_ndvi,20220228T052749_20220228T054031_T43RFN_ndvi,20220228T052749_20220228T054031_T43RGM_ndvi,20220228T052749_20220228T054031_T43RGN_ndvi,20220305T052721_20220305T054013_T43RFM_ndvi,20220305T052721_20220305T054013_T43RFN_ndvi,20220305T052721_20220305T054013_T43RGM_ndvi,20220305T052721_20220305T054013_T43RGN_ndvi,20220310T052649_20220310T053819_T43RFM_ndvi,20220310T052649_20220310T053819_T43RFN_ndvi,20220315T052651_20220315T053616_T43RFM_ndvi,20220315T052651_20220315T053616_T43RFN_ndvi,20220315T052651_20220315T053616_T43RGM_ndvi,20220315T052651_20220315T053616_T43RGN_ndvi,20220320T052649_20220320T053950_T43RFM_ndvi,20220320T052649_20220320T053950_T43RFN_ndvi,20220320T052649_20220320T053950_T43RGM_ndvi,20220320T052649_20220320T053950_T43RGN_ndvi,20220325T052651_20220325T053632_T43RFM_ndvi,20220325T052651_20220325T053632_T43RFN_ndvi,20220325T052651_20220325T053632_T43RGM_ndvi,20220325T052651_20220325T053632_T43RGN_ndvi,20220330T052639_20220330T053927_T43RFM_ndvi,20220330T052639_20220330T053927_T43RFN_ndvi,20220330T052639_20220330T053927_T43RGM_ndvi,20220330T052639_20220330T053927_T43RGN_ndvi,20220404T052651_20220404T053845_T43RFM_ndvi,20220404T052651_20220404T053845_T43RFN_ndvi,20220404T052651_20220404T053845_T43RGM_ndvi,20220404T052651_20220404T053845_T43RGN_ndvi,20220409T052639_20220409T054032_T43RFM_ndvi,20220409T052639_20220409T054032_T43RFN_ndvi,20220409T052639_20220409T054032_T43RGM_ndvi,20220414T052651_20220414T053847_T43RFM_ndvi,20220414T052651_20220414T053847_T43RFN_ndvi,20220414T052651_20220414T053847_T43RGM_ndvi,20220414T052651_20220414T053847_T43RGN_ndvi,20220419T052639_20220419T053615_T43RFM_ndvi,20220419T052639_20220419T053615_T43RFN_ndvi,20220419T052639_20220419T053615_T43RGM_ndvi,20220419T052639_20220419T053615_T43RGN_ndvi,20220424T052651_20220424T053328_T43RFM_ndvi,20220424T052651_20220424T053328_T43RFN_ndvi,20220424T052651_20220424T053328_T43RGM_ndvi,20220424T052651_20220424T053328_T43RGN_ndvi,dtname,State_LGD,Dist_LGD,system:index,stname
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thiruvarur,33.0,590.0,00000000000000000247,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dindigul,33.0,572.0,00000000000000000248,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madurai,33.0,578.0,00000000000000000249,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theni,33.0,588.0,0000000000000000024a,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virudhunagar,33.0,597.0,0000000000000000024b,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuticorin,33.0,594.0,0000000000000000024c,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanniyakumari,33.0,575.0,0000000000000000024d,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villuppuram,33.0,596.0,0000000000000000024e,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuddalore,33.0,570.0,0000000000000000024f,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pudukkottai,33.0,582.0,00000000000000000250,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sivaganga,33.0,585.0,00000000000000000251,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramanathapuram,33.0,583.0,00000000000000000252,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagapattinam,33.0,579.0,00000000000000000253,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kallakurichi,33.0,729.0,00000000000000000254,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenkasi,33.0,733.0,00000000000000000255,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tirunelveli,33.0,592.0,00000000000000000256,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vellore,33.0,595.0,00000000000000000257,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranipet,33.0,731.0,00000000000000000258,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tirupathur,33.0,732.0,00000000000000000259,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanchipuram,33.0,574.0,0000000000000000025a,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chengalpattu,33.0,730.0,0000000000000000025b,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennai,33.0,568.0,0000000000000000025c,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thiruvallur,33.0,589.0,0000000000000000025d,TAMIL NADU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adilabad,36.0,501.0,0000000000000000025e,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad,36.0,507.0,0000000000000000025f,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jagitial,36.0,681.0,00000000000000000260,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jangoan,36.0,689.0,00000000000000000261,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mulugu,36.0,720.0,00000000000000000262,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jogulamba Gadwal,36.0,695.0,00000000000000000263,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamareddy,36.0,685.0,00000000000000000264,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karimnagar,36.0,508.0,00000000000000000265,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khammam,36.0,509.0,00000000000000000266,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kumuram Bheem Asifabad,36.0,699.0,00000000000000000267,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahabubabad,36.0,688.0,00000000000000000268,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahabubnagar,36.0,512.0,00000000000000000269,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mancherial,36.0,684.0,0000000000000000026a,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medak,36.0,513.0,0000000000000000026b,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,36.0,700.0,0000000000000000026c,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagarkurnool,36.0,694.0,0000000000000000026d,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nalgonda,36.0,514.0,0000000000000000026e,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nirmal,36.0,680.0,0000000000000000026f,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nizamabad,36.0,516.0,00000000000000000270,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peddapalli,36.0,682.0,00000000000000000271,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajanna Sircilla,36.0,683.0,00000000000000000272,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranga Reddy,36.0,518.0,00000000000000000273,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sangareddy,36.0,691.0,00000000000000000274,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siddipet,36.0,692.0,00000000000000000275,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suryapet,36.0,696.0,00000000000000000276,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vikarabad,36.0,698.0,00000000000000000277,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanaparthy,36.0,693.0,00000000000000000278,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warangal Rural,36.0,522.0,00000000000000000279,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warangal Urban,36.0,686.0,0000000000000000027a,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yadadri Bhuvanagiri,36.0,697.0,0000000000000000027b,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bhadradri Kothagudem,36.0,690.0,0000000000000000027c,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jayashankar Bhupalapally,36.0,687.0,0000000000000000027d,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Narayanpet,36.0,721.0,0000000000000000027e,TELANGANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Tripura,16.0,270.0,0000000000000000027f,TRIPURA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dhalai,16.0,269.0,00000000000000000280,TRIPURA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sipahijala,16.0,653.0,00000000000000000281,TRIPURA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gomati,16.0,654.0,00000000000000000282,TRIPURA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khowai,16.0,652.0,00000000000000000283,TRIPURA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Tripura,16.0,272.0,00000000000000000284,TRIPURA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Tripura,16.0,271.0,00000000000000000285,TRIPURA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unakoti,16.0,655.0,00000000000000000286,TRIPURA
,,0.18098695872995202,0.12197978389743488,,,0.16236703131500432,0.1641568820784934,,,0.2399223600443665,0.22127830169316032,,,0.2569837041242016,0.2415092328884879,,,0.2824251000629397,0.2684159826079216,,,0.26942342242412076,0.25856099377815633,,,,,0.2174014906116655,0.21076982888892384,,,0.19454870300144558,0.20084275539380414,,,0.20271326422926014,0.2128584709992209,,,0.15334113846690778,0.1742880841590709,,,0.13625633053527622,0.16705530471521016,,,0.10241250642016295,,,0.0895405950913848,0.11530469340424453,,,0.09347407298430441,0.12044805204912162,,,0.11795315742332056,0.14831420062838627,Amroha,9.0,154.0,00000000000000000287,UTTAR PRADESH
,,0.2503524812916032,0.21421760570913004,,,0.21163213563442035,0.1731300299146478,,,0.2760484271604039,0.2524234791553252,,,0.2948015524692398,0.27549672073865766,,,0.31999928518693493,0.29873596007818626,,,0.3081723507574352,0.28776203494019076,,,,,0.23675225297348182,0.2229632174559297,,,0.21771765199360354,0.20441230976232241,,,0.2134923348681119,0.21625727284412635,,,0.1711998798598146,0.1809608389875103,,,0.16800883275432812,0.17612005625489185,,,0.1253641123039837,,,0.11012009228772253,0.11288983632338534,,,0.10941340747056388,0.12209462183888715,,,0.13453952630130653,0.15378026839084785,Hapur,9.0,661.0,00000000000000000288,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bareilly,9.0,130.0,00000000000000000289,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilibhit,9.0,173.0,0000000000000000028a,UTTAR PRADESH
,,0.32339622009038416,,,,0.2858488328749749,,,,0.35090560989938835,,,,0.35283201027774047,,,,0.3749186538084608,,,,0.3522174131069748,,,,,,0.26820859959060583,,,,0.2392110037396623,,,,0.21328156104049156,,,,0.16702689123612358,,,,0.1603013747913637,,,,0.1300736081241283,,,0.10673832497686571,,,,0.10133137042579307,,,,0.1232629367903079,,Bulandshahr,9.0,134.0,0000000000000000028b,UTTAR PRADESH
,,0.2718906917340209,,,,0.2394274643023338,,,,0.29559418766229334,,,,0.2907486308722007,,,,0.326735376395634,,,,0.31334096963577157,,,,,,0.2436983015315365,,,,0.2198577460567847,,,,0.19587024100680556,,,,0.15572045982593655,,,,0.14636209323306362,,,,0.1263710393643571,,,0.1032784271009352,,,,0.09920379490411405,,,,0.10992793017570171,,Gautam Buddha Nagar,9.0,144.0,0000000000000000028c,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kheri,9.0,159.0,0000000000000000028d,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Budaun,9.0,133.0,0000000000000000028e,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahraich,9.0,125.0,0000000000000000028f,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shahjahanpur,9.0,180.0,00000000000000000290,UTTAR PRADESH
,,0.39708469042691674,,,,0.3485518800312952,,,,0.4004720577190132,,,,0.3793804339005537,,,,0.3909007239942846,,,,0.366565824387757,,,,,,0.2718438245193068,,,,0.22411661325795518,,,,0.18613696441115324,,,,0.13841369424041966,,,,0.12748138907881335,,,,0.10735572074833508,,,0.08725019914990748,,,,0.08294027342087687,,,,0.09472754964013445,,Aligarh,9.0,119.0,00000000000000000291,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kasganj,9.0,633.0,00000000000000000292,UTTAR PRADESH
,,0.43264975308621406,,,,0.37924833580693224,,,,0.42364239245473306,,,,0.39382777592599777,,,,0.37995652823011933,,,,0.34612453463824,,,,,,0.23763443288733793,,,,0.19160723900870597,,,,0.15296996307003133,,,,0.11678534667408437,,,,0.11565062775793325,,,,0.09760070105072956,,,0.08261574694368758,,,,0.07520999108633108,,,,0.08106229794804543,,Mathura,9.0,167.0,00000000000000000293,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shravasti,9.0,181.0,00000000000000000294,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitapur,9.0,183.0,00000000000000000295,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hathras,9.0,163.0,00000000000000000296,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Etah,9.0,138.0,00000000000000000297,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hardoi,9.0,150.0,00000000000000000298,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farrukhabad,9.0,141.0,00000000000000000299,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firozabad,9.0,143.0,0000000000000000029a,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siddharth Nagar,9.0,182.0,0000000000000000029b,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainpuri,9.0,166.0,0000000000000000029c,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahrajganj,9.0,164.0,0000000000000000029d,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agra,9.0,118.0,0000000000000000029e,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gonda,9.0,147.0,0000000000000000029f,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barabanki,9.0,129.0,000000000000000002a0,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kushinagar,9.0,160.0,000000000000000002a1,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kannauj,9.0,155.0,000000000000000002a2,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucknow,9.0,162.0,000000000000000002a3,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basti,9.0,131.0,000000000000000002a4,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gorakhpur,9.0,148.0,000000000000000002a5,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sant Kabeer Nagar,9.0,178.0,000000000000000002a6,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnao,9.0,186.0,000000000000000002a7,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Etawah,9.0,139.0,000000000000000002a8,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanpur Nagar,9.0,157.0,000000000000000002a9,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auraiya,9.0,122.0,000000000000000002aa,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faizabad,9.0,140.0,000000000000000002ab,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanpur Dehat,9.0,156.0,000000000000000002ac,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deoria,9.0,137.0,000000000000000002ad,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sultanpur,9.0,185.0,000000000000000002ae,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ambedkar Nagar,9.0,121.0,000000000000000002af,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rae Bareli,9.0,175.0,000000000000000002b0,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jalaun,9.0,151.0,000000000000000002b1,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azamgarh,9.0,123.0,000000000000000002b2,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mau,9.0,168.0,000000000000000002b3,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fatehpur,9.0,142.0,000000000000000002b4,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ballia,9.0,126.0,000000000000000002b5,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaunpur,9.0,152.0,000000000000000002b6,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jhansi,9.0,153.0,000000000000000002b7,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banda,9.0,128.0,000000000000000002b8,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazipur,9.0,146.0,000000000000000002b9,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaushambi,9.0,158.0,000000000000000002ba,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prayagraj,9.0,120.0,000000000000000002bb,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Varanasi,9.0,187.0,000000000000000002bc,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chitrakoot,9.0,136.0,000000000000000002bd,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chandauli,9.0,135.0,000000000000000002be,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bhadohi,9.0,179.0,000000000000000002bf,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirzapur,9.0,170.0,000000000000000002c0,UTTAR PRADESH
